Source,,,,,Bronze Layer,,,,,,Silver 1,,,,,,,,,,
Source System,File/Table Name,Source Field Name,Data Type,Data Length,Schema Name,Table Name,Field Name,Data Type,Data Length,Transformation Rules,Schema Name,Table Name,Proposed Table Name,Physical Field NM,Physical Field NM (Temp),Logical Field Name,Data Type,Data Length,Business Rule,SQL Command,Transformation Rule
MDM,C_B_PARTY,STD_PREF_CONTACT_METHOD_CD,nvarchar,10,BRZ_MDM,C_B_PARTY,STD_PREF_CONTACT_METHOD_CD,varchar,,Direct,SLV_MDM,C_B_PARTY,C_B_PARTY,STD_PREF_CONTACT_METHOD_CD,,,varchar,,,,
MDM,C_B_PARTY,MOTHER_MAIDEN_NAME,nvarchar,600,BRZ_MDM,C_B_PARTY,MOTHER_MAIDEN_NAME,varchar,,Direct,SLV_MDM,C_B_PARTY,C_B_PARTY,MOTHER_MAIDEN_NAME,,,varchar,,,,
MDM,C_B_PARTY,VIRTUAL_ACCOUNT,nvarchar,100,BRZ_MDM,C_B_PARTY,VIRTUAL_ACCOUNT,varchar,,Direct,SLV_MDM,C_B_PARTY,C_B_PARTY,VIRTUAL_ACCOUNT,,,varchar,,,,
MDM,C_B_PARTY,BIRTH_PLACE,nvarchar,100,BRZ_MDM,C_B_PARTY,BIRTH_PLACE,varchar,,Direct,SLV_MDM,C_B_PARTY,C_B_PARTY,BIRTH_PLACE,,,varchar,,,,
MDM,C_B_PARTY,SUBSIDIARY_NO,nvarchar,25,BRZ_MDM,C_B_PARTY,SUBSIDIARY_NO,varchar,,Direct,SLV_MDM,C_B_PARTY,C_B_PARTY,SUBSIDIARY_NO,,,varchar,,,,
MDM,C_B_PARTY,SRC_CUSTOMER_ID,nvarchar,150,BRZ_MDM,C_B_PARTY,SRC_CUSTOMER_ID,varchar,,Direct,SLV_MDM,C_B_PARTY,C_B_PARTY,SRC_CUSTOMER_ID,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,ROWID_OBJECT,bigint,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,ROWID_OBJECT,bigint,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,ROWID_OBJ,,,bigint,,,,
MDM,C_B_PARTY_ROLE_POLICY,CREATOR,nvarchar,50,BRZ_MDM,C_B_PARTY_ROLE_POLICY,CREATOR,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,CREATOR,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,CREATE_DATE,varchar,75,BRZ_MDM,C_B_PARTY_ROLE_POLICY,CREATE_DATE,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,CREATE_DT,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,UPDATED_BY,nvarchar,50,BRZ_MDM,C_B_PARTY_ROLE_POLICY,UPDATED_BY,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,UPDATED_BY,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,LAST_UPDATE_DATE,varchar,75,BRZ_MDM,C_B_PARTY_ROLE_POLICY,LAST_UPDATE_DATE,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,LAST_UPDATE_DT,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,CONSOLIDATION_IND,numeric,"38, 0",BRZ_MDM,C_B_PARTY_ROLE_POLICY,CONSOLIDATION_IND,number,"38, 0",Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,CONSOLIDATION_IND,,,number,"38, 0",,,
MDM,C_B_PARTY_ROLE_POLICY,DELETED_IND,numeric,"38, 0",BRZ_MDM,C_B_PARTY_ROLE_POLICY,DELETED_IND,number,"38, 0",Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,DELETED_IND,,,number,"38, 0",,,
MDM,C_B_PARTY_ROLE_POLICY,DELETED_BY,nvarchar,50,BRZ_MDM,C_B_PARTY_ROLE_POLICY,DELETED_BY,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,DELETED_BY,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,DELETED_DATE,varchar,75,BRZ_MDM,C_B_PARTY_ROLE_POLICY,DELETED_DATE,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,DELETED_DT,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,LAST_ROWID_SYSTEM,nvarchar,14,BRZ_MDM,C_B_PARTY_ROLE_POLICY,LAST_ROWID_SYSTEM,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,LAST_ROWID_SYSTEM,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,DIRTY_IND,numeric,"38, 0",BRZ_MDM,C_B_PARTY_ROLE_POLICY,DIRTY_IND,number,"38, 0",Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,DIRTY_IND,,,number,"38, 0",,,
MDM,C_B_PARTY_ROLE_POLICY,INTERACTION_ID,numeric,"38, 0",BRZ_MDM,C_B_PARTY_ROLE_POLICY,INTERACTION_ID,number,"38, 0",Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,INTERACTION_ID,,,number,"38, 0",,,
MDM,C_B_PARTY_ROLE_POLICY,HUB_STATE_IND,numeric,"38, 0",BRZ_MDM,C_B_PARTY_ROLE_POLICY,HUB_STATE_IND,number,"38, 0",Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,HUB_STATE_IND,,,number,"38, 0",,,
MDM,C_B_PARTY_ROLE_POLICY,CM_DIRTY_IND,numeric,"38, 0",BRZ_MDM,C_B_PARTY_ROLE_POLICY,CM_DIRTY_IND,number,"38, 0",Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,CM_DIRTY_IND,,,number,"38, 0",,,
MDM,C_B_PARTY_ROLE_POLICY,AFFILIATE_CD,nvarchar,10,BRZ_MDM,C_B_PARTY_ROLE_POLICY,AFFILIATE_CD,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,AFFILIATE_CD,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,CERTIFICATE_NO,nvarchar,10,BRZ_MDM,C_B_PARTY_ROLE_POLICY,CERTIFICATE_NO,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,CERTIFICATE_NO,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,DEPENDENT_NO,nvarchar,3,BRZ_MDM,C_B_PARTY_ROLE_POLICY,DEPENDENT_NO,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,DEPENDENT_NO,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,ENTITY_CD,nvarchar,10,BRZ_MDM,C_B_PARTY_ROLE_POLICY,ENTITY_CD,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,ENTITY_CD,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_CD,nvarchar,10,BRZ_MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_CD,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_CD,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,ROWID_POLICY,bigint,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,ROWID_POLICY,bigint,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,ROWID_POLICY,,,bigint,,,,
MDM,C_B_PARTY_ROLE_POLICY,ROWID_PARTY,bigint,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,ROWID_PARTY,bigint,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,ROWID_PARTY,,,bigint,,,,
MDM,C_B_PARTY_ROLE_POLICY,BENEFICIARY_ID,nvarchar,32,BRZ_MDM,C_B_PARTY_ROLE_POLICY,BENEFICIARY_ID,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,BENEFICIARY_ID,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_EXIT_DT,datetime,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_EXIT_DT,timestamp_ntz,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_EXIT_DT,,,timestamp_ntz,,,,
MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_TERMINATION_DT,datetime,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_TERMINATION_DT,timestamp_ntz,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_TERMINATION_DT,,,timestamp_ntz,,,,
MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_START_DT,datetime,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_START_DT,timestamp_ntz,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_START_DT,,,timestamp_ntz,,,,
MDM,C_B_PARTY_ROLE_POLICY,VALID_TO_DTTM,datetime,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,VALID_TO_DTTM,timestamp_ntz,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,VALID_TO_DTTM,,,timestamp_ntz,,,,
MDM,C_B_PARTY_ROLE_POLICY,VALID_FROM_DTTM,datetime,,BRZ_MDM,C_B_PARTY_ROLE_POLICY,VALID_FROM_DTTM,timestamp_ntz,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,VALID_FROM_DTTM,,,timestamp_ntz,,,,
MDM,C_B_PARTY_ROLE_POLICY,TRANS_NO,numeric,"38, 0",BRZ_MDM,C_B_PARTY_ROLE_POLICY,TRANS_NO,number,"38, 0",Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,TRANS_NO,,,number,"38, 0",,,
MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_STAT_CD,nvarchar,10,BRZ_MDM,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_STAT_CD,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,PARTY_ROLE_STAT_CD,,,varchar,,,,
MDM,C_B_PARTY_ROLE_POLICY,STD_PARTY_ROLE_STAT_CD,nvarchar,10,BRZ_MDM,C_B_PARTY_ROLE_POLICY,STD_PARTY_ROLE_STAT_CD,varchar,,Direct,SLV_MDM,C_B_PARTY_ROLE_POLICY,C_B_PARTY_ROLE_POLICY,STD_PARTY_ROLE_STAT_CD,,,varchar,,,,
RLS,LFPCRSM,C2PNO,,,BRZ_RLS,LFPCRSM,C2PNO,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,LOGDATE,,POLICY NUMBER,,,,,
RLS,LFPCRSM,C2OWN,,,BRZ_RLS,LFPCRSM,C2OWN,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,OWN_NM,,OWN NAME,,,,,
RLS,LFPCRSM,C2CRSTYP,,,BRZ_RLS,LFPCRSM,C2CRSTYP,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CRS_TYPE,,CRS TYPE,,,,,
RLS,LFPCRSM,C2CLMTYP,,,BRZ_RLS,LFPCRSM,C2CLMTYP,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CLAIM_TYPE,,CLAIM TYPE,,,,,
RLS,LFPCRSM,C2EMAIL,,,BRZ_RLS,LFPCRSM,C2EMAIL,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,OWN_EMAIL,,Email ID,,,,,
RLS,LFPCRSM,C2MOBN,,,BRZ_RLS,LFPCRSM,C2MOBN,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,OWN_MOBILE_NO,,Mobile Number,,,,,
RLS,LFPCRSM,C2DOB,,,BRZ_RLS,LFPCRSM,C2DOB,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,OWN_DOB,,Date of Birth,,,,,
RLS,LFPCRSM,C2TXRS,,,BRZ_RLS,LFPCRSM,C2TXRS,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,OWN_TAX_RESIDENCE,,TAX RESIDENCY,,,,,
RLS,LFPCRSM,C2TIN,,,BRZ_RLS,LFPCRSM,C2TIN,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,OWN_TAX_NO,,TIN,,,,,
RLS,LFPCRSM,C2POB,,,BRZ_RLS,LFPCRSM,C2POB,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,PLACE_BIRTH_INCORPORATION,,PLACE OF BIRTH/ INCORPORATION,,,,,
RLS,LFPCRSM,C2IFU,,,BRZ_RLS,LFPCRSM,C2IFU,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,INDICA_FOLLOW_UP,,INDICA FOLLOW UP,,,,,
RLS,LFPCRSM,C2RMK,,,BRZ_RLS,LFPCRSM,C2RMK,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,REMARK_FOR_REASONABLE_TEST,,REMARK FOR REASONABLE TEST,,,,,
RLS,LFPCRSM,C2ENT,,,BRZ_RLS,LFPCRSM,C2ENT,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,ENTITY,,ENTITY,,,,,
RLS,LFPCRSM,C2CRSSTU,,,BRZ_RLS,LFPCRSM,C2CRSSTU,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CRS_STATUS,,CRS STATUS,,,,,
RLS,LFPCRSM,C2FATCA,,,BRZ_RLS,LFPCRSM,C2FATCA,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,FATCA_STATUS,,FATCA STATUS,,,,,
RLS,LFPCRSM,C2ENTTYP,,,BRZ_RLS,LFPCRSM,C2ENTTYP,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,ENTITY_TYPE,,ENTITY TYPE,,,,,
RLS,LFPCRSM,C2FUI,,,BRZ_RLS,LFPCRSM,C2FUI,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,FOLLOW_UP_INITIATED,,FOLLOW UP INITIATED,,,,,
RLS,LFPCRSM,C2FUSTRDT,,,BRZ_RLS,LFPCRSM,C2FUSTRDT,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,FOLLOW_UP_START_DT,,FOLLOW UP START DATE,,,,,
RLS,LFPCRSM,C2LASTUPBY,,,BRZ_RLS,LFPCRSM,C2LASTUPBY,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,LAST_UPDATE_BY,,LAST UPDATE BY,,,,,
RLS,LFPCRSM,C2LASTUPDT,,,BRZ_RLS,LFPCRSM,C2LASTUPDT,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,LAST_UPDATE_DT,,LAST UPDATE DATE,,,,,
RLS,LFPCRSM,C2CLPAY,,,BRZ_RLS,LFPCRSM,C2CLPAY,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,IN_POLICY_CCY_AMT,,AMOUNT IN POL. CCY,,,,,
RLS,LFPCRSM,C2CLCLM,,,BRZ_RLS,LFPCRSM,C2CLCLM,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CLAIM_NO,,CLAIM NO,,,,,
RLS,LFPCRSM,C2REASON,,,BRZ_RLS,LFPCRSM,C2REASON,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,TIN_REASON_NO,,NO TIN REASON,,,,,
RLS,LFPCRSM,C2CNTE,,,BRZ_RLS,LFPCRSM,C2CNTE,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,EMPLOYER_CTY,,EMPLOYER CTY,,,,,
RLS,LFPCRSM,C2ADDR1,,,BRZ_RLS,LFPCRSM,C2ADDR1,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CLAIMAINT_ADDR_1,,CLAIMAINT ADDR 1,,,,,
RLS,LFPCRSM,C2ADDR2,,,BRZ_RLS,LFPCRSM,C2ADDR2,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CLAIMAINT_ADDR_2,,CLAIMAINT ADDR 2,,,,,
RLS,LFPCRSM,C2ADDR3,,,BRZ_RLS,LFPCRSM,C2ADDR3,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CLAIMAINT_ADDR_3,,CLAIMAINT ADDR 3,,,,,
RLS,LFPCRSM,C2ADDR4,,,BRZ_RLS,LFPCRSM,C2ADDR4,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CLAIMAINT_ADDR_4,,CLAIMAINT ADDR 4,,,,,
RLS,LFPCRSM,C2CCTY,,,BRZ_RLS,LFPCRSM,C2CCTY,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CLAIMAINT_CITY,,CLAIMAINT CITY,,,,,
RLS,LFPCRSM,C2CTY,,,BRZ_RLS,LFPCRSM,C2CTY,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,CITY_TOWN,,CITY/TOWN,,,,,
RLS,LFPCRSM,C2CONFLG,,,BRZ_RLS,LFPCRSM,C2CONFLG,,,Direct,SLV_RLS,LFPCRSM,POLICY_CRS_INFO,IS_CONSENT,,CONSENT FLAG,,,,,
RLS,CIPSPLF1B,A4CUID,,,BRZ_RLS,CIPSPLF1B,A4CUID,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,CUST_ID,,CUSTOMER ID,,,,,
RLS,CIPSPLF1B,A4PNO,,,BRZ_RLS,CIPSPLF1B,A4PNO,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,POLICY_NO,,POLICY NUMBER,,,,,
RLS,CIPSPLF1B,A4CRED,,,BRZ_RLS,CIPSPLF1B,A4CRED,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,CREDIT_CARD_NO,,CREDIT CARD NUMBER,,,,,
RLS,CIPSPLF1B,A4INSF,,,BRZ_RLS,CIPSPLF1B,A4INSF,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,IS_CUST_INS,,INSURED FLAG,,,,,
RLS,CIPSPLF1B,A4OWNF,,,BRZ_RLS,CIPSPLF1B,A4OWNF,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,IS_CUST_OWN,,OWN FLAG,,,,,
RLS,CIPSPLF1B,A4DEPF,,,BRZ_RLS,CIPSPLF1B,A4DEPF,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,IS_DEPENDENT,,DEPENDENT FLAG,,,,,
RLS,CIPSPLF1B,A4BNYF,,,BRZ_RLS,CIPSPLF1B,A4BNYF,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,IS_BENEFICIARY,,BENEFICIARY FLAG,,,,,
RLS,CIPSPLF1B,A4PSEQ,,,BRZ_RLS,CIPSPLF1B,A4PSEQ,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,PENDING_SEQUENCE,,PENDING SEQUENCE,,,,,
RLS,CIPSPLF1B,A4CDAT,,,BRZ_RLS,CIPSPLF1B,A4CDAT,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,CAPTURE_DT,,CAPTURE DATE,,,,,
RLS,CIPSPLF1B,A4CTIM,,,BRZ_RLS,CIPSPLF1B,A4CTIM,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,CAPTURE_TIME,,CAPTURE TIME,,,,,
RLS,CIPSPLF1B,A4CUSR,,,BRZ_RLS,CIPSPLF1B,A4CUSR,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,CAPTURE_USER,,CAPTURE USER,,,,,
RLS,CIPSPLF1B,A4CDPT,,,BRZ_RLS,CIPSPLF1B,A4CDPT,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,CAPTURE_USER_DEPT,,CAPTURE USER DEPT,,,,,
RLS,CIPSPLF1B,A4CSRC,,,BRZ_RLS,CIPSPLF1B,A4CSRC,,,Direct,SLV_RLS,CIPSPLF1B,SERVICE_PROFILE,CAPTURE_SOURCE,,CAPTURE SOURCE,,,,,
RLS,CIPCUSPFB,A0CUID,,,BRZ_RLS,CIPCUSPFB,A0CUID,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_ID,,CUSTOMER ID,,,,,
RLS,CIPCUSPFB,A0NAME,,,BRZ_RLS,CIPCUSPFB,A0NAME,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,NM,,NAME,,,,,
RLS,CIPCUSPFB,A0DOB,,,BRZ_RLS,CIPCUSPFB,A0DOB,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,BIRTH_DT,,DATE OF BIRTH,,,,,
RLS,CIPCUSPFB,A0IDNO,,,BRZ_RLS,CIPCUSPFB,A0IDNO,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,ID_NO,,ID NO.,,,,,
RLS,CIPCUSPFB,A0SEX,,,BRZ_RLS,CIPCUSPFB,A0SEX,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_GENDER,,SEX,,,,,
RLS,CIPCUSPFB,A0STU,,,BRZ_RLS,CIPCUSPFB,A0STU,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,STATUS,,STATUS,,,,,
RLS,CIPCUSPFB,A0MRST,,,BRZ_RLS,CIPCUSPFB,A0MRST,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_MARITAL_STAT_CD,,MARITAL STATUS CODE,,,,,
RLS,CIPCUSPFB,A0FMMB,,,BRZ_RLS,CIPCUSPFB,A0FMMB,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,FAMILY_MEMBERS_NO,,NO. OF FAMILY MEMBERS,,,,,
RLS,CIPCUSPFB,A0OCIC,,,BRZ_RLS,CIPCUSPFB,A0OCIC,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_OCCUP_INDUSTRY_CD,,OCCUPATION (INDUSTRY) CODE,,,,,
RLS,CIPCUSPFB,A0OCPC,,,BRZ_RLS,CIPCUSPFB,A0OCPC,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_OCCUP_POSITION_CD,,OCCUPATION (POSITION) CODE,,,,,
RLS,CIPCUSPFB,A0INCL,,,BRZ_RLS,CIPCUSPFB,A0INCL,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_INCOME,,INCOME IN LOCAL CURRENCY,,,,,
RLS,CIPCUSPFB,A0CTZC,,,BRZ_RLS,CIPCUSPFB,A0CTZC,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_CITIZEN_CD,,CITIZEN CODE,,,,,
RLS,CIPCUSPFB,A0RLGC,,,BRZ_RLS,CIPCUSPFB,A0RLGC,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CUST_RELIGION_CD,,RELIGION CODE,,,,,
RLS,CIPCUSPFB,A0CLCF,,,BRZ_RLS,CIPCUSPFB,A0CLCF,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,IS_CLC,,CLC FLAG,,,,,
RLS,CIPCUSPFB,A0CLCE,,,BRZ_RLS,CIPCUSPFB,A0CLCE,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CLC_EXP_DT,,CLC EXPIRY DATE,,,,,
RLS,CIPCUSPFB,A0PSEQ,,,BRZ_RLS,CIPCUSPFB,A0PSEQ,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,PENDING_SEQ,,PENDING SEQUENCE,,,,,
RLS,CIPCUSPFB,A0CDAT,,,BRZ_RLS,CIPCUSPFB,A0CDAT,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CAPTURE_DT,,CAPTURE DATE,,,,,
RLS,CIPCUSPFB,A0CTIM,,,BRZ_RLS,CIPCUSPFB,A0CTIM,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CAPTURE_TM,,CAPTURE TIME,,,,,
RLS,CIPCUSPFB,A0CUSR,,,BRZ_RLS,CIPCUSPFB,A0CUSR,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CAPTURE_USER,,CAPTURE USER,,,,,
RLS,CIPCUSPFB,A0CDPT,,,BRZ_RLS,CIPCUSPFB,A0CDPT,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CAPTURE_USER_DEPT,,CAPTURE USER DEPT,,,,,
RLS,CIPCUSPFB,A0CSRC,,,BRZ_RLS,CIPCUSPFB,A0CSRC,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,CAPTURE_SRC,,CAPTURE SCOURCE,,,,,
RLS,CIPCUSPFB,A0LDAT,,,BRZ_RLS,CIPCUSPFB,A0LDAT,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,LAST_UPDATE_DT,,LAST UPDATE DATE,,,,,
RLS,CIPCUSPFB,A0LTIM,,,BRZ_RLS,CIPCUSPFB,A0LTIM,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,LAST_UPDATE_TM,,LAST UPDATE TIME,,,,,
RLS,CIPCUSPFB,A0LUSR,,,BRZ_RLS,CIPCUSPFB,A0LUSR,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,LAST_UPDATE_USER,,LAST UPDATE USER,,,,,
RLS,CIPCUSPFB,A0LDPT,,,BRZ_RLS,CIPCUSPFB,A0LDPT,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,LAST_UPDATE_USER_DEPT,,LAST UPDATE USER DEPT,,,,,
RLS,CIPCUSPFB,A0LSRC,,,BRZ_RLS,CIPCUSPFB,A0LSRC,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,LAST_UPDATE_SRC,,LAST UPDATE SOURCE,,,,,
RLS,CIPCUSPFB,A0SDAT,,,BRZ_RLS,CIPCUSPFB,A0SDAT,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,STAT_UPDATE_DT,,STATUS UPDATE DATE,,,,,
RLS,CIPCUSPFB,A0STIM,,,BRZ_RLS,CIPCUSPFB,A0STIM,,,Direct,SLV_RLS,CIPCUSPFB,CUSTOMER_PROFILE,STAT_UPDATE_TM,,STATUS UPDATE TIME,,,,,
