Source,,,,,Bronze Layer,,,,,,Silver 1,,,,,,,,,,
Source System,File/Table Name,Source Field Name,Data Type,Data Length,Schema Name,Table Name,Field Name,Data Type,Data Length,Transformation Rules,Schema Name,Table Name,Proposed Table Name,Physical Field NM,Physical Field NM (Temp),Logical Field Name,Data Type,Data Length,Business Rule,SQL Command,Transformation Rule
RLS,LFPAPPH,PRVO11,,,BRZ_RLS,LFPAPPH,PRVO11,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,PAYOR_PREV_POLICY_NO,ACD_CNT,PAYOR PREV POLICY NO.,,,,,
RLS,LFPAPPH,PRVO12,,,BRZ_RLS,LFPAPPH,PRVO12,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,PAYOR_PREV_POLICY_NO,ACD_SUM,PAYOR PREV POLICY NO.,,,,,
RLS,LFPAPPH,PBANK,,,BRZ_RLS,LFPAPPH,PBANK,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,BANK_NO,ACW_CNT,BANK NO.,,,,,
RLS,LFPAPPH,PBRN,,,BRZ_RLS,LFPAPPH,PBRN,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,BRANCH_NO,ACW_SUM,BRANCH NO.,,,,,
RLS,LFPAPPH,PAC,,,BRZ_RLS,LFPAPPH,PAC,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,ACCT_NO,AHT,ACCOUNT NO.,,,,,
RLS,LFPAPPH,PPPF,,,BRZ_RLS,LFPAPPH,PPPF,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,IS_PREPAID_PREMI,ANS_CALLS,PREPAID PREMIUM FLAG,boolean,,,,
RLS,LFPAPPH,PASIGC,,,BRZ_RLS,LFPAPPH,PASIGC,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,IS_ASSGN_COM,AVG_ABANDON,ASSGN. COM FLAG,boolean,,,,
RLS,LFPAPPH,HPLAN,,,BRZ_RLS,LFPAPPH,HPLAN,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,PLAN_CD,AVG_ACD,PLAN CODE,,,,,
RLS,LFPAPPH,HPLANN,,,BRZ_RLS,LFPAPPH,HPLANN,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,NUMERIC_CD,AVG_ACD_P,NUMERIC CODE,,,,,
RLS,LFPAPPH,HCLS,,,BRZ_RLS,LFPAPPH,HCLS,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,CLASS_CD,AVG_ACW,CLASS CODE,,,,,
RLS,LFPAPPH,HEXCL,,,BRZ_RLS,LFPAPPH,HEXCL,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,EXCLUSIONS,AVG_HOLD,EXCLUSIONS,,,,,
RLS,LFPAPPH,HSURG,,,BRZ_RLS,LFPAPPH,HSURG,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,SURGICAL_OPTION,AVG_SPEED_OF_ANSWER,SURGICAL OPTION,,,,,
RLS,LFPAPPH,HPR,,,BRZ_RLS,LFPAPPH,HPR,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,BASIC_PREMI_RATE,AVG_TALK_TIME,BASIC PREMIUM RATE,,,,,
RLS,LFPAPPH,HFMDIS,,,BRZ_RLS,LFPAPPH,HFMDIS,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,FAMILY_DISCNT_PCT,BALANCE,FAMILY DISCOUNT %,,,,,
RLS,LFPAPPH,HOFRC,,,BRZ_RLS,LFPAPPH,HOFRC,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,OFFER_CD,CALL_OFFERED,OFFER CODE,,,,,
RLS,LFPAPPH,PUMBNO,,,BRZ_RLS,LFPAPPH,PUMBNO,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,MOBILE_INSURED_NO,CALLBACK_CNT,MOBILE'NUMBER OF INSURED,,,,,
RLS,LFPAPPH,PMOMBNO,,,BRZ_RLS,LFPAPPH,PMOMBNO,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,MOBILE_OWNER_NO,CALLS_ANSWERED_SUM,MOBILE'NUMBER OF OWNER,,,,,
RLS,LFPAPPH,PUFXNO,,,BRZ_RLS,LFPAPPH,PUFXNO,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,FAX_NO,CREATED_BY_ID,FAX'NUMBER,,,,,
RLS,LFPAPPH,PEMAL,,,BRZ_RLS,LFPAPPH,PEMAL,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,EMAIL_ADDR_OWNER,CREATED_DT,EMAIL ADDRESS OF OWNER,,,,,
RLS,LFPAPPH,PIEMAL,,,BRZ_RLS,LFPAPPH,PIEMAL,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,EMAIL_ADDR_INSURED,DATE,EMAIL ADDRESS OF INSURED,,,,,
RLS,LFPAPPH,PAESF,,,BRZ_RLS,LFPAPPH,PAESF,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,IS_ALLOW_E_SERVICE,ENTITY,ALLOW E-SERVICE FLAG,boolean,,,,
RLS,LFPAPPH,PUNLNG,,,BRZ_RLS,LFPAPPH,PUNLNG,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,IS_UN_LANGUAGE,EXTERNAL_ID,UN LANGUAGE FLAG,boolean,,,,
RLS,LFPAPPH,PMEDREP,,,BRZ_RLS,LFPAPPH,PMEDREP,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,IS_MEDICAL_REPLACEMENT,EXTN_OUT_CALLS,MEDICAL REPLACEMENT  FLAG,boolean,,,,
RLS,LFPAPPH,PMRPOL1,,,BRZ_RLS,LFPAPPH,PMRPOL1,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,1ST_MEDICAL_REPLACED_POLICY,FLOWOUT_CNT,1ST MEDICAL REPLACED POLICY,,,,,
RLS,LFPAPPH,PMRPOL2,,,BRZ_RLS,LFPAPPH,PMRPOL2,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,2ND_MEDICAL_REPLACED_POLICY,HANDLE_CNT,2ND MEDICAL REPLACED POLICY,,,,,
RLS,LFPAPPH,PDODA,,,BRZ_RLS,LFPAPPH,PDODA,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,DELIVERY_AGENT_DT,HANDLE_SUM,DATE OF DELIVERY TO AGENT,,,,,
RLS,LFPAPPH,PDODC,,,BRZ_RLS,LFPAPPH,PDODC,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,DELIVERY_CLIENT_DT,HOLD_CNT,DATE OF DELIVERY TO CLIENT,,,,,
RLS,LFPAPPH,PCOMM,,,BRZ_RLS,LFPAPPH,PCOMM,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,COMMUNICATION_MEANS,HOLD_SUM,COMMUNICATION MEANS,,,,,
RLS,LFPAPPH,PSMS,,,BRZ_RLS,LFPAPPH,PSMS,,,Direct,SLV_RLS,LFPAPPHB_NEW,APPLICATION_HEALTH,IS_RECEIVE_SMS,ID,RECEIVE SMS FLAG,boolean,,,,
RLS,RFPAGTUL,PNO,,,BRZ_RLS,RFPAGTUL,PNO,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,,INTERVAL,,,,,,
RLS,RFPAGTUL,PCCY,,,BRZ_RLS,RFPAGTUL,PCCY,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,,IS_DELETED,,,,,,
RLS,RFPAGTUL,AUUNT,,,BRZ_RLS,RFPAGTUL,AUUNT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,UNIT_CD,LAST_ACTIVITY_DT,UNIT CODE,,,,,
RLS,RFPAGTUL,AULVL,,,BRZ_RLS,RFPAGTUL,AULVL,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,SOURCE_CD,LAST_MODIFIED_BY_ID,SOURCE CODE,,,,,
RLS,RFPAGTUL,AUAGC,,,BRZ_RLS,RFPAGTUL,AUAGC,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,AGENT_CD,LAST_MODIFIED_DT,AGENT CODE,,,,,
RLS,RFPAGTUL,AUDOS,,,BRZ_RLS,RFPAGTUL,AUDOS,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,SUBMIT_DT,LAST_REFERENCED_DT,DATE SUBMITTED,,,,,
RLS,RFPAGTUL,AUTT,,,BRZ_RLS,RFPAGTUL,AUTT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,TRAN_TYPE,LAST_VIEWED_DT,TRANS TYPE,,,,,
RLS,RFPAGTUL,AUBRT,,,BRZ_RLS,RFPAGTUL,AUBRT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,RECORD_TYPE,OUTBOUND_CALL,RECORD TYPE (BASIC),,,,,
RLS,RFPAGTUL,AURT,,,BRZ_RLS,RFPAGTUL,AURT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,RECORD_TYPE,OWNER_ID,RECORD TYPE (BASIC/RIDER),,,,,
RLS,RFPAGTUL,AUFY,,,BRZ_RLS,RFPAGTUL,AUFY,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,FY_CD,QUEUE_NM,FY CODE (BASIC),,,,,
RLS,RFPAGTUL,AUBRFY,,,BRZ_RLS,RFPAGTUL,AUBRFY,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,FY_CD,QUEUEID,FY CODE (BASIC/RIDER),,,,,
RLS,RFPAGTUL,AUDFY,,,BRZ_RLS,RFPAGTUL,AUDFY,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,FY_CD,SL_80_20,FY CODE (DEPENDENT),,,,,
RLS,RFPAGTUL,AUPT,,,BRZ_RLS,RFPAGTUL,AUPT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,PREMI_TYPE,SL_80_30,PREMIUM TYPE,,,,,
RLS,RFPAGTUL,AUFYP,,,BRZ_RLS,RFPAGTUL,AUFYP,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,FY_PREMI,SL_90_20,FY PREMIUM,,,,,
RLS,RFPAGTUL,AURC,,,BRZ_RLS,RFPAGTUL,AURC,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,RECORD_CNT,SYSTEM_MOD_STAMP,RECORD COUNT,,,,,
RLS,RFPAGTUL,AUDOI,,,BRZ_RLS,RFPAGTUL,AUDOI,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,ISSUE_DT,TALK_CNT,ISSUE DATE,,,,,
RLS,RFPAGTUL,AUPEFF,,,BRZ_RLS,RFPAGTUL,AUPEFF,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,POLICY_EFF_DT,TALK_SUM,POLICY EFFECTIVE DATE,,,,,
RLS,RFPAGTUL,AUBREFF,,,BRZ_RLS,RFPAGTUL,AUBREFF,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,EFF_DT,TEMP_AUX,EFFECTIVE DATE (BASIC/RIDER),,,,,
RLS,RFPAGTUL,AUDEFF,,,BRZ_RLS,RFPAGTUL,AUDEFF,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,EFF_DT,TRANSFERRED_OUT,EFFECTIVE DATE (DEPENDENT),,,,,
RLS,RFPAGTUL,AUCEXP,,,BRZ_RLS,RFPAGTUL,AUCEXP,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,COOLING_OFF_EXPIRY_DT,LOG_DT,COOLING OFF EXPIRY DATE,,,,,
RLS,RFPAGTUL,AUZFLG,,,BRZ_RLS,RFPAGTUL,AUZFLG,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,IS_2ND_CUTOFF_PROCESSING,CREATED_BY_ID,2ND CUTOFF PROCESSING FLAG,boolean,,,,
RLS,RFPAGTUL,AUBCGP,,,BRZ_RLS,RFPAGTUL,AUBCGP,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BEFORE_CHANGE_ANNUALIZED_PREMI,CREATED_DT,BEFORE CHANGE ANNUALIZED PREMIUM (BASIC/RIDER),,,,,
RLS,RFPAGTUL,AUBCGR,,,BRZ_RLS,RFPAGTUL,AUBCGR,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BEFORE_CHANGE_ANNUALIZED_PREMI,ENTITY,BEFORE CHANGE ANNUALIZED PREMIUM (REG TP),,,,,
RLS,RFPAGTUL,AUACGP,,,BRZ_RLS,RFPAGTUL,AUACGP,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,AFTER_CHANGE_ANNUALIZED_PREMI,ID,AFTER CHANGE ANNUALIZED PREMIUM (BASIC/RIDER),,,,,
RLS,RFPAGTUL,AUACGR,,,BRZ_RLS,RFPAGTUL,AUACGR,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,AFTER_CHANGE_ANNUALIZED_PREMI,IS_DELETED,AFTER CHANGE ANNUALIZED PREMIUM (REG TP),,,,,
RLS,RFPAGTUL,AUPUNT,,,BRZ_RLS,RFPAGTUL,AUPUNT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,PRODUCING_AGENT_UNIT_CD,LAST_MODIFIED_BY_ID,PRODUCING AGENT UNIT CODE,,,,,
RLS,RFPAGTUL,AUPLVL,,,BRZ_RLS,RFPAGTUL,AUPLVL,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,PRODUCING_AGENT_LEVEL_CD,LAST_MODIFIED_DT,PRODUCING AGENT LEVEL CODE,,,,,
RLS,RFPAGTUL,AUPAGC,,,BRZ_RLS,RFPAGTUL,AUPAGC,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,PRODUCING_AGENT_CD,LAST_REFERENCED_DT,PRODUCING AGENT CODE,,,,,
RLS,RFPAGTUL,AUPLAN,,,BRZ_RLS,RFPAGTUL,AUPLAN,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BASIC_PLAN_CD,LAST_VIEWED_DT,BASIC PLAN CODE,,,,,
RLS,RFPAGTUL,AUBRPLAN,,,BRZ_RLS,RFPAGTUL,AUBRPLAN,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BASIC_RIDER_PLAN_CD,SYSTEM_MOD_STAMP,BASIC/RIDER PLAN CODE,,,,,
RLS,RFPAGTUL,AUDPLAN,,,BRZ_RLS,RFPAGTUL,AUDPLAN,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,DEPENDENT_PLAN_CD,NM,DEPENDENT PLAN CODE,,,,,
RLS,RFPAGTUL,AUDFLG,,,BRZ_RLS,RFPAGTUL,AUDFLG,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,IS_DEPENDENT,SURVEY,DEPENDENT FLAG,boolean,,,,
RLS,RFPAGTUL,AUDEPN,,,BRZ_RLS,RFPAGTUL,AUDEPN,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,DEPENDENT_NO,ANSWER_10,DEPENDENT NUMBER,,,,,
RLS,RFPAGTUL,AUSEQ,,,BRZ_RLS,RFPAGTUL,AUSEQ,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,TRAN_SEQUENCE,ANSWER_11,TRANSACTION SEQUENCE,,,,,
RLS,RFPAGTUL,AUSYSDT,,,BRZ_RLS,RFPAGTUL,AUSYSDT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,RECORD_DT,ANSWER_12,RECORD DATE,,,,,
RLS,RFPAGTUL,AUPLPT,,,BRZ_RLS,RFPAGTUL,AUPLPT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,PLAN_TYPE,ANSWER_13,PLAN TYPE,,,,,
RLS,RFPAGTUL,AUATTO,,,BRZ_RLS,RFPAGTUL,AUATTO,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,ATTACHED_PLAN_CD,ANSWER_14,ATTACHED TO PLAN CODE,,,,,
RLS,RFPAGTUL,AUTPRD,,,BRZ_RLS,RFPAGTUL,AUTPRD,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,IS_TOPUP_RIDER,ANSWER_15,TOP-UP RIDER FLAG,boolean,,,,
RLS,RFPAGTUL,AUADJ,,,BRZ_RLS,RFPAGTUL,AUADJ,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,IS_USER_ADJUSTMENT,ANSWER_16,USER ADJUSTMENT FLAG,boolean,,,,
RLS,RFPAGTUL,AUPRAT,,,BRZ_RLS,RFPAGTUL,AUPRAT,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,EXCH_RATE,ANSWER_17,EXCHANGE RATE (FOR DAILY RATE),,,,,
RLS,RFPAGTUL,AUPMODE,,,BRZ_RLS,RFPAGTUL,AUPMODE,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,PYMT_MODE,ANSWER_18,PAYMENT MODE,,,,,
RLS,RFPAGTUL,AURTFL,,,BRZ_RLS,RFPAGTUL,AURTFL,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,IS_RTU,ANSWER_19,RTU FLAG,boolean,,,,
RLS,RFPAGTUL,AURTUA,,,BRZ_RLS,RFPAGTUL,AURTUA,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,RTU,ANSWER_1,RTU(ANNUALIZED),,,,,
RLS,RFPAGTUL,AUCNL,,,BRZ_RLS,RFPAGTUL,AUCNL,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,CHANNEL_ID,ANSWER_20,CHANNEL ID,,,,,
RLS,RFPAGTUL,AUBNK,,,BRZ_RLS,RFPAGTUL,AUBNK,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BANK_CD,ANSWER_21,BANK CODE,,,,,
RLS,RFPAGTUL,AURGN,,,BRZ_RLS,RFPAGTUL,AURGN,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BANK_REGION_CD,ANSWER_22,BANK REGION CODE,,,,,
RLS,RFPAGTUL,AUARA,,,BRZ_RLS,RFPAGTUL,AUARA,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BANK_AREA_CD,ANSWER_23,BANK AREA CODE,,,,,
RLS,RFPAGTUL,AUBRN,,,BRZ_RLS,RFPAGTUL,AUBRN,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,BANK_BRANCH_CD,ANSWER_24,BANK BRANCH CODE,,,,,
RLS,RFPAGTUL,AUSYS,,,BRZ_RLS,RFPAGTUL,AUSYS,,,Direct,SLV_RLS,RFPAGTULB_NEW,AGENT_PRODUCTION_UPDATE_DAILY_LIFE,FROM_SYSTEM,ANSWER_25,FROM SYSTEM,,,,,
RLS,LFLDEPN1,DCRSEQ,,,BRZ_RLS,LFLDEPN1,DCRSEQ,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,SEQ_NO,ANSWER_26,SEQ NO.,,,,,
RLS,LFLDEPN1,DCRDOT,,,BRZ_RLS,LFLDEPN1,DCRDOT,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,TRAN_DT,ANSWER_27,TRANS DATE,,,,,
RLS,LFLDEPN1,DCRDOS,,,BRZ_RLS,LFLDEPN1,DCRDOS,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,SUBM_DT,ANSWER_28,SUBM DATE,,,,,
RLS,LFLDEPN1,DCRECP,,,BRZ_RLS,LFLDEPN1,DCRECP,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,RECEIPT_NO,ANSWER_29,RECEIPT NO.,,,,,
RLS,LFLDEPN1,DCRTYP,,,BRZ_RLS,LFLDEPN1,DCRTYP,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,RECORD_TYPE,ANSWER_2,RECORD TYPE,,,,,
RLS,LFLDEPN1,DCRDOP,,,BRZ_RLS,LFLDEPN1,DCRDOP,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,POSTED_DT,ANSWER_30,DATE POSTED,,,,,
RLS,LFLDEPN1,DCREV,,,BRZ_RLS,LFLDEPN1,DCREV,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,REVERSAL_CD,ANSWER_31,REVERSAL CODE,,,,,
RLS,LFLDEPN1,DCRBCQ,,,BRZ_RLS,LFLDEPN1,DCRBCQ,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,BOUNCED_CHQ,ANSWER_32,BOUNCED CHEQUE,,,,,
RLS,LFLDEPN1,DCPAID,,,BRZ_RLS,LFLDEPN1,DCPAID,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,PYMT_LCL_CCY_AMT,ANSWER_33,PAYMENT AMT LOCAL CCY,,,,,
RLS,LFLDEPN1,DCCY,,,BRZ_RLS,LFLDEPN1,DCCY,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,TRAN_CCY,ANSWER_34,TRAN CCY,,,,,
RLS,LFLDEPN1,DCRATE,,,BRZ_RLS,LFLDEPN1,DCRATE,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,EXCH_RATE,ANSWER_35,EXCH RATE,,,,,
RLS,LFLDEPN1,DCTRAN,,,BRZ_RLS,LFLDEPN1,DCTRAN,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,DEPOSIT_AMT,ANSWER_36,DEPOSIT AMT,,,,,
RLS,LFLDEPN1,DCPCO,,,BRZ_RLS,LFLDEPN1,DCPCO,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,COMPANY,ANSWER_37,COMPANY,,,,,
RLS,LFLDEPN1,DCPNO,,,BRZ_RLS,LFLDEPN1,DCPNO,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,POLICY_NO,ANSWER_38,POLICY NO.,,,,,
RLS,LFLDEPN1,DCPCCY,,,BRZ_RLS,LFLDEPN1,DCPCCY,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,POLICY_CCY,ANSWER_39,POLICY CCY,,,,,
RLS,LFLDEPN1,DCPRAT,,,BRZ_RLS,LFLDEPN1,DCPRAT,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,EXCH_RATE,ANSWER_3,EXCH RATE,,,,,
RLS,LFLDEPN1,DCPN#,,,BRZ_RLS,LFLDEPN1,DCPN#,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,P_N_NO,ANSWER_40,P/N NO,,,,,
RLS,LFLDEPN1,DCDUE,,,BRZ_RLS,LFLDEPN1,DCDUE,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,DUE_DT,ANSWER_41,DUE DATE,,,,,
RLS,LFLDEPN1,DCFYP,,,BRZ_RLS,LFLDEPN1,DCFYP,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,FYP_CD,ANSWER_42,FYP CODE,,,,,
RLS,LFLDEPN1,DCMODE,,,BRZ_RLS,LFLDEPN1,DCMODE,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,PAY_MODE,ANSWER_43,PAY MODE,,,,,
RLS,LFLDEPN1,DCPREM,,,BRZ_RLS,LFLDEPN1,DCPREM,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,PREMI_SETTLED_EXCLUDED_TOPUP_REG,ANSWER_44,PREMIUM SETTLED  EXCLUDED TOP-UP REG.,,,,,
RLS,LFLDEPN1,DCMTH,,,BRZ_RLS,LFLDEPN1,DCMTH,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,MONTHS_COVERED,ANSWER_45,MONTHS COVERED,,,,,
RLS,LFLDEPN1,DCDIFF,,,BRZ_RLS,LFLDEPN1,DCDIFF,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,PREMI_DIFF_LCL_CCY,ANSWER_46,PREM DIFF LOCAL CCY,,,,,
RLS,LFLDEPN1,DCAGT1,,,BRZ_RLS,LFLDEPN1,DCAGT1,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,AGENT_1,ANSWER_47,AGENT-1,,,,,
RLS,LFLDEPN1,DCAGT2,,,BRZ_RLS,LFLDEPN1,DCAGT2,,,Direct,SLV_RLS,RLS_LFLDEPN1,DEPOSIT_NB_BY_COMPANY,AGENT_2,ANSWER_48,AGENT-2,,,,,
