Target_Table,Target_Column,Source_Table,Source_Column
VW_FACT_APE_SYSTEM_MONTHLY_WD,PERIODKEY,VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY
VW_FACT_APE_SYSTEM_MONTHLY_WD,FACTPERIOD,VW_FACT_APE_SYSTEM_DAILY_WD,FACTPERIOD
VW_FACT_APE_SYSTEM_MONTHLY_WD,APE_SOURCE,VW_FACT_APE_SYSTEM_DAILY_WD,APE_SOURCE
VW_FACT_APE_SYSTEM_MONTHLY_WD,APE_MIX,VW_FACT_APE_SYSTEM_DAILY_WD,APE_MIX
VW_FACT_APE_SYSTEM_MONTHLY_WD,PROCESS_TYPE,VW_FACT_APE_SYSTEM_DAILY_WD,PROCESS_TYPE
VW_FACT_APE_SYSTEM_MONTHLY_WD,APE_EOM,VW_FACT_APE_SYSTEM_DAILY_WD,APE
VW_FACT_APE_SYSTEM_MONTHLY_WD,CASECOUNT_EOM,VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT
VW_FACT_APE_SYSTEM_MONTHLY_WD,APE_SAME_DAY,VW_FACT_APE_SYSTEM_DAILY_WD,APE_SAME_DAY
VW_FACT_APE_SYSTEM_MONTHLY_WD,CASECOUNT_SAME_DAY,VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT_SAME_DAY
VW_FACT_APE_SYSTEM_MONTHLY_WD,APE_YOY,VW_FACT_APE_SYSTEM_DAILY_WD,APE_YOY
VW_FACT_APE_SYSTEM_MONTHLY_WD,CASECOUNT_YOY,VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT_YOY
VW_FACT_APE_SYSTEM_MONTHLY_WD,APE_GROSS_EOM,VW_FACT_APE_SYSTEM_DAILY_WD,APE_GROSS
VW_FACT_APE_SYSTEM_MONTHLY_WD,CASECOUNT_GROSS_EOM,VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT_GROSS
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_ENTITY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_ENTITY
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_SYSTEM,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_SYSTEM_CODE_ACTUARY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM_CODE_ACTUARY
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_SP_RP,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SP_RP
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_AMBITION_ID,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_AMBITION_ID
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_GMD_ID,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_ID
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_CHANNEL,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_CHANNEL
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_SUBCHANNEL,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SUBCHANNEL
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_GROUP,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_GROUP
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_CATEGORY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_CATEGORY
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_SUB_CATEGORY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUB_CATEGORY
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_GMD_CATEGORY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_CATEGORY
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_RIDER_CATEGORY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_RIDER_CATEGORY
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_SYARIAH,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYARIAH
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_NAME_ACTUARY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_ACTUARY
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_NAME_MARKETING,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_MARKETING
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_NAME_FINANCE,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_FINANCE
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PRODUCT_SUMM_NAME,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUMM_NAME
VW_FACT_APE_SYSTEM_MONTHLY_WD,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY,VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY
VW_FACT_APE_SYSTEM_MONTHLY_WD,PERIODKEY_ORIG,VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY_ORIG
VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,PERIODKEY
VW_FACT_APE_SYSTEM_DAILY_WD,FACTPERIOD,FACT_DMTM_AMFS_APE_ISSUED_DAILY,FACTPERIOD
VW_FACT_APE_SYSTEM_DAILY_WD,APE_SOURCE,FACT_DMTM_AMFS_APE_ISSUED_DAILY,APE_SOURCE
VW_FACT_APE_SYSTEM_DAILY_WD,APE_MIX,FACT_DMTM_AMFS_APE_ISSUED_DAILY,APE_MIX
VW_FACT_APE_SYSTEM_DAILY_WD,PROCESS_TYPE,FACT_DMTM_AMFS_APE_ISSUED_DAILY,PROCESS_TYPE
VW_FACT_APE_SYSTEM_DAILY_WD,APE,FACT_DMTM_AMFS_APE_ISSUED_DAILY,APE
VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT,FACT_DMTM_AMFS_APE_ISSUED_DAILY,CASECOUNT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_ENTITY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_ENTITY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_SYSTEM
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM_CODE_ACTUARY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_SYSTEM_CODE_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SP_RP,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_SP_RP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_AMBITION_ID,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_AMBITION_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_ID,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_GMD_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_CHANNEL,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_CHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SUBCHANNEL,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_SUBCHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_GROUP,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_GROUP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUB_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_SUB_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_GMD_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_RIDER_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_RIDER_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYARIAH,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_SYARIAH
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_ACTUARY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_NAME_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_MARKETING,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_NAME_MARKETING
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_FINANCE,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_NAME_FINANCE
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUMM_NAME,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_SUMM_NAME
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY_ORIG,FACT_DMTM_AMFS_APE_ISSUED_DAILY,PERIODKEY_AS_OF
VW_FACT_APE_SYSTEM_DAILY_WD,APE_GROSS,FACT_DMTM_AMFS_APE_ISSUED_DAILY,APE_GROSS
VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT_GROSS,FACT_DMTM_AMFS_APE_ISSUED_DAILY,CASECOUNT_GROSS
VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,PERIODKEY
VW_FACT_APE_SYSTEM_DAILY_WD,FACTPERIOD,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,FACTPERIOD
VW_FACT_APE_SYSTEM_DAILY_WD,APE_SOURCE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,APE_SOURCE
VW_FACT_APE_SYSTEM_DAILY_WD,APE_MIX,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,APE_MIX
VW_FACT_APE_SYSTEM_DAILY_WD,PROCESS_TYPE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,PROCESS_TYPE
VW_FACT_APE_SYSTEM_DAILY_WD,APE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,APE
VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,CASECOUNT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_ENTITY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_ENTITY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_SYSTEM
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM_CODE_ACTUARY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_SYSTEM_CODE_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SP_RP,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_SP_RP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_AMBITION_ID,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_AMBITION_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_ID,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_GMD_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_CHANNEL,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_CHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SUBCHANNEL,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_SUBCHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_GROUP,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_GROUP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUB_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_SUB_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_GMD_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_RIDER_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_RIDER_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYARIAH,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_SYARIAH
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_ACTUARY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_NAME_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_MARKETING,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_NAME_MARKETING
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_FINANCE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_NAME_FINANCE
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUMM_NAME,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PRODUCT_SUMM_NAME
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY_ORIG,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,PERIODKEY_AS_OF
VW_FACT_APE_SYSTEM_DAILY_WD,APE_GROSS,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,APE_GROSS
VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT_GROSS,FACT_DMTM_AMFS_APE_ISSUED_DAILY_LP,CASECOUNT_GROSS
VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,PERIODKEY
VW_FACT_APE_SYSTEM_DAILY_WD,FACTPERIOD,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,FACTPERIOD
VW_FACT_APE_SYSTEM_DAILY_WD,APE_SOURCE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,APE_SOURCE
VW_FACT_APE_SYSTEM_DAILY_WD,APE_MIX,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,APE_MIX
VW_FACT_APE_SYSTEM_DAILY_WD,PROCESS_TYPE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,PROCESS_TYPE
VW_FACT_APE_SYSTEM_DAILY_WD,APE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,APE
VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,CASECOUNT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_ENTITY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_ENTITY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_SYSTEM
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM_CODE_ACTUARY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_SYSTEM_CODE_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SP_RP,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_SP_RP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_AMBITION_ID,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_AMBITION_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_ID,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_GMD_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_CHANNEL,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_CHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SUBCHANNEL,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_SUBCHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_GROUP,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_GROUP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUB_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_SUB_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_GMD_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_RIDER_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_RIDER_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYARIAH,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_SYARIAH
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_ACTUARY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_NAME_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_MARKETING,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_NAME_MARKETING
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_FINANCE,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_NAME_FINANCE
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_NAME_PEOPLESOFT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUMM_NAME,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PRODUCT_SUMM_NAME
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,MASTERPRODUCT_PROD_DASHBOARD_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY_ORIG,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,PERIODKEY_AS_OF
VW_FACT_APE_SYSTEM_DAILY_WD,APE_GROSS,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,APE_GROSS
VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT_GROSS,FACT_DMTM_AMFS_APE_ISSUED_DAILY_FA,CASECOUNT_GROSS
VW_FACT_APE_SYSTEM_DAILY_WD,PERIODKEY,FACT_DPLK_APE_ISSUED_DAILY,PERIODKEY
VW_FACT_APE_SYSTEM_DAILY_WD,FACTPERIOD,FACT_DPLK_APE_ISSUED_DAILY,FACTPERIOD
VW_FACT_APE_SYSTEM_DAILY_WD,APE_SOURCE,FACT_DPLK_APE_ISSUED_DAILY,APE_SOURCE
VW_FACT_APE_SYSTEM_DAILY_WD,APE_MIX,FACT_DPLK_APE_ISSUED_DAILY,
VW_FACT_APE_SYSTEM_DAILY_WD,PROCESS_TYPE,FACT_DPLK_APE_ISSUED_DAILY,PROCESS_TYPE
VW_FACT_APE_SYSTEM_DAILY_WD,APE,FACT_DPLK_APE_ISSUED_DAILY,APE
VW_FACT_APE_SYSTEM_DAILY_WD,CASECOUNT,FACT_DPLK_APE_ISSUED_DAILY,CASE
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_ENTITY,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_ENTITY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_SYSTEM
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYSTEM_CODE_ACTUARY,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_SYSTEM_CODE_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_ID_PEOPLESOFT
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SP_RP,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_SP_RP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_AMBITION_ID,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_AMBITION_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_ID,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_GMD_ID
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_CHANNEL,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_CHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SUBCHANNEL,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_SUBCHANNEL
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_GROUP,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_GROUP
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_CATEGORY,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_SUB_CATEGORY,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_SUB_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_GMD_CATEGORY,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_GMD_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_RIDER_CATEGORY,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_RIDER_CATEGORY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_SYARIAH,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_SYARIAH
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_ACTUARY,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_NAME_ACTUARY
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_MARKETING,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_NAME_MARKETING
VW_FACT_APE_SYSTEM_DAILY_WD,MASTERPRODUCT_PRODUCT_NAME_FINANCE,FACT_DPLK_APE_ISSUED_DAILY,MASTERPRODUCT_PRODUCT_NAME_FINANCE
